Id,Road_Type,Property_Shape,House_Type,House_Condition,Construction_Year,Remodel_Year,BsmtFinSF1,Total_Basement_Area,Air_Conditioning,First_Floor_Area,Second_Floor_Area,LowQualFinSF,Underground_Full_Bathroom,Full_Bathroom_Above_Grade,Bedroom_Above_Grade,Kitchen_Quality,Rooms_Above_Grade,Fireplaces,Garage,Garage_Built_Year,Garage_Area,Pool_Area,Miscellaneous_Value,Year_Sold,Sale_Price
732,Paved,IR1,1Fam,5,2003,2003,786,868,Y,1146,0,0,1,2,3,Gd,6,1,Attchd,2003,803.8965877,0,0,2007,187500
733,Paved,IR1,1Fam,5,1998,1999,252,1153,Y,1153,878,0,0,2,3,Gd,8,1,Attchd,1998,368.0129021,0,0,2008,222500
734,Paved,Reg,1Fam,6,1961,1983,594,864,Y,1144,0,0,1,1,3,TA,6,1,Attchd,1961,457.8818592,0,400,2009,131400
735,Paved,IR1,1Fam,5,1968,1968,0,948,Y,948,0,0,0,1,3,TA,6,0,Attchd,1968,371.6385139,0,0,2007,108000
736,Paved,Reg,1Fam,7,1914,1970,390,880,N,880,888,0,0,1,2,TA,6,2,Detchd,1914,298.5947715,0,0,2006,163000
737,Paved,Reg,Duplex,4,1950,1950,0,0,N,1040,0,0,0,2,2,TA,6,0,Detchd,1949,442.419379,0,0,2006,93500
738,Paved,IR1,1Fam,5,2005,2005,0,893,Y,901,900,0,0,2,3,Gd,8,1,Attchd,2005,480.6203914,0,0,2006,239900
739,Paved,Reg,Duplex,5,1987,1988,1200,1200,Y,1200,0,0,3,3,3,TA,5,0,NA,NA,587.8410207,0,0,2009,179000
740,Paved,IR1,1Fam,5,2004,2004,0,864,Y,864,864,0,0,2,3,Gd,7,0,Attchd,2004,573.0602424,0,0,2009,190000
741,Paved,Reg,1Fam,7,1910,2002,0,264,Y,768,664,0,0,2,2,TA,7,0,Detchd,1910,403.7027675,0,0,2007,132000
742,Paved,IR1,1Fam,8,1961,1996,832,912,Y,912,0,0,1,1,3,Gd,5,0,Detchd,1962,394.6039287,0,0,2008,142000
743,Paved,Reg,1Fam,5,2000,2001,0,1349,Y,1349,0,0,0,2,3,TA,6,0,Attchd,2000,703.9368685,0,0,2007,179000
744,Paved,IR1,1Fam,6,1963,1999,444,520,Y,1464,0,0,0,2,3,TA,6,1,Attchd,1997,604.2093954,0,0,2009,175000
745,Paved,IR1,TwnhsE,5,1993,1993,733,1337,Y,1337,0,0,1,2,2,Gd,5,1,Attchd,1993,259.0963788,0,0,2008,180000
746,Paved,IR1,1Fam,9,1976,1996,575,1142,Y,1175,1540,0,0,3,4,Gd,11,2,BuiltIn,1994,274.6906151,0,0,2008,299800
747,Paved,IR1,1Fam,5,2000,2000,300,952,Y,980,1276,0,0,2,4,Gd,8,1,BuiltIn,2000,450.91891,0,0,2009,236000
748,Paved,IR1,1Fam,7,1880,2003,0,1240,N,1320,1320,0,0,1,4,Gd,8,1,Detchd,1950,345.9230911,0,0,2009,265979
749,Paved,IR1,1Fam,5,1996,1996,919,1720,Y,1720,0,0,1,2,3,Gd,7,1,Attchd,1996,891.4923906,0,0,2010,260400
750,Paved,Reg,1Fam,3,1945,1950,0,0,N,1088,441,0,0,2,4,TA,9,0,Detchd,1945,503.6289291,0,0,2009,98000
751,Paved,Reg,1Fam,7,1910,2004,0,576,Y,792,348,0,0,1,3,TA,7,0,NA,NA,530.3463943,0,0,2010,96500
752,Paved,Reg,1Fam,5,2003,2003,0,660,Y,660,660,0,0,2,3,Gd,6,0,Attchd,2003,494.2279398,0,0,2007,162000
753,Paved,IR1,1Fam,5,1997,1997,1200,1479,Y,1494,0,0,1,2,3,Gd,6,0,Attchd,1997,619.6905507,0,0,2006,217000
754,Paved,Reg,1Fam,5,2005,2005,0,1030,Y,1038,1060,0,0,2,3,Ex,8,1,Attchd,2005,600.1684879,0,0,2006,275500
755,Paved,Reg,1Fam,8,1969,2005,439,1026,Y,1026,0,0,1,1,3,Gd,5,0,Detchd,1969,481.0337953,0,0,2009,156000
756,Paved,Reg,TwnhsE,5,1999,1999,381,729,Y,742,729,0,0,2,3,TA,6,0,Detchd,1999,606.8541605,0,0,2009,172500
757,Paved,IR1,1Fam,5,2007,2007,20,866,Y,866,902,0,0,2,3,Gd,7,0,Attchd,2007,390.7739428,0,0,2009,212000
758,Paved,IR1,1Fam,5,1978,1978,438,672,Y,672,714,0,0,2,3,TA,6,1,Attchd,1978,280.53434,0,0,2010,158900
759,Paved,Reg,Twnhs,5,1999,1999,549,744,Y,757,744,0,0,2,3,TA,6,0,Detchd,1999,426.5127409,0,0,2008,179400
760,Paved,IR1,1Fam,5,1995,1995,56,1318,Y,1328,1203,0,0,2,4,Gd,9,1,Attchd,1995,853.7060428,0,0,2007,290000
761,Paved,Reg,1Fam,6,1959,1959,612,864,Y,864,0,0,0,1,2,TA,5,0,Detchd,2008,755.3875667,0,450,2009,127500
762,Paved,Reg,1Fam,5,1924,1950,405,1145,Y,1301,0,0,0,1,2,Fa,5,0,Detchd,1965,310.6889812,0,0,2009,100000
763,Paved,Reg,1Fam,5,2009,2009,24,756,Y,764,783,0,0,2,3,Gd,7,0,Attchd,2009,497.2658804,0,0,2010,215200
764,Paved,Reg,1Fam,5,1999,1999,1163,1252,Y,1268,1097,0,1,2,3,Gd,8,1,Attchd,1999,413.8423491,0,0,2009,337000
765,Paved,IR1,TwnhsE,5,1995,1996,437,1494,Y,1494,0,0,1,1,2,Ex,6,1,Attchd,1995,527.6420341,0,0,2006,270000
766,Paved,IR1,1Fam,5,2008,2008,0,1498,Y,1506,0,0,0,2,2,Ex,6,1,Attchd,2008,606.3855259,0,0,2008,264132
767,Paved,Reg,1Fam,5,1988,1988,394,980,Y,980,734,0,0,2,3,TA,7,1,Attchd,1988,853.6950491,0,500,2010,196500
768,Paved,IR1,1Fam,7,1940,1985,660,983,Y,983,767,0,1,2,4,TA,7,0,Attchd,1989,345.9291486,0,1300,2008,160000
769,Paved,Reg,1Fam,5,2004,2005,24,1860,Y,1836,0,0,0,2,3,Gd,8,1,Attchd,2004,1042.882904,0,0,2006,216837
770,Paved,IR2,1Fam,5,2003,2003,1416,1650,Y,1690,1589,0,1,3,4,Ex,12,1,BuiltIn,2003,399.6990291,0,0,2010,538000
771,Paved,IR1,1Fam,5,1982,1982,685,858,Y,858,0,0,1,1,2,TA,5,0,Detchd,1983,712.3018987,0,0,2009,134900
772,Paved,Reg,1Fam,5,1951,1951,836,836,Y,1220,0,0,0,1,2,TA,6,0,Detchd,1951,838.4626869,0,0,2006,102000
773,Paved,Reg,1Fam,5,1976,1976,422,1029,Y,1117,0,0,1,1,3,TA,6,1,Detchd,1976,319.0707684,0,0,2010,107000
774,Paved,Reg,1Fam,5,1958,1958,456,912,Y,912,0,0,0,1,2,TA,5,0,Attchd,1958,582.7313626,0,0,2007,114500
775,Paved,Reg,1Fam,5,2006,2006,0,1935,Y,1973,0,0,0,2,3,Gd,9,1,Attchd,2006,411.0700125,0,0,2007,395000
776,Paved,Reg,TwnhsE,5,1998,1998,866,1204,Y,1204,0,0,1,2,2,TA,5,0,Attchd,1998,639.7011938,0,0,2009,162000
777,Paved,IR1,1Fam,5,2005,2006,20,1614,Y,1614,0,0,0,2,3,Gd,7,0,Attchd,2005,496.6463249,0,0,2006,221500
778,Paved,IR1,1Fam,5,1974,1974,762,864,Y,894,0,0,1,1,3,TA,5,1,Attchd,1974,123.4934301,0,0,2006,142500
779,Paved,Reg,Duplex,5,1977,1977,0,0,Y,2020,0,0,0,2,4,TA,10,2,Detchd,1977,511.4593684,0,0,2007,144000
780,Paved,Reg,Duplex,5,1977,1977,975,975,Y,1004,0,0,1,1,2,TA,4,0,Attchd,1977,363.3035761,0,0,2006,135000
781,Paved,Reg,1Fam,5,1995,1996,0,1237,Y,1253,0,0,0,2,3,TA,6,1,Attchd,1995,602.6698391,0,0,2007,176000
782,Paved,Reg,1Fam,5,1992,1992,387,761,Y,810,793,0,0,2,3,Gd,7,0,Attchd,1992,688.4846323,0,0,2006,175900
783,Paved,IR2,1Fam,5,2001,2002,0,1413,Y,1430,0,0,0,2,3,Gd,6,0,Attchd,2001,590.8853468,0,0,2009,187100
784,Paved,IR1,1Fam,6,1978,1978,1097,1097,Y,1110,0,0,1,1,1,Gd,4,1,Attchd,1978,-39.98303728,0,0,2009,165500
785,Paved,Reg,1Fam,6,1914,2001,0,742,Y,742,742,0,0,2,3,TA,9,1,NA,NA,298.0806774,0,0,2008,128000
786,Paved,Reg,1Fam,5,1967,1967,251,1372,Y,1342,0,0,0,2,3,TA,7,1,Attchd,1967,690.7886716,0,0,2009,161500
787,Paved,Reg,1Fam,6,1915,1950,686,686,Y,966,686,0,1,2,4,TA,7,0,Detchd,1961,162.280288,0,1200,2010,139000
788,Paved,IR1,1Fam,5,2004,2004,656,956,Y,956,1128,0,1,2,4,Gd,8,0,BuiltIn,2004,439.1906089,0,0,2010,233000
789,Paved,Reg,1Fam,7,1954,2000,0,901,Y,901,0,0,0,1,2,TA,4,0,Detchd,1954,388.422641,0,0,2008,107900
790,Paved,IR1,1Fam,8,1966,2007,568,832,Y,976,1111,0,0,2,5,Gd,9,0,Attchd,1966,565.5083556,0,0,2007,187500
791,Paved,Reg,TwnhsE,5,2005,2006,16,1145,Y,1145,0,0,0,2,2,Gd,5,1,Attchd,2005,542.5212285,0,0,2009,160200
792,Paved,IR1,1Fam,5,1976,1976,539,1029,Y,1062,0,0,1,1,3,TA,5,2,Attchd,1976,184.0197019,0,0,2007,146800
793,Paved,IR1,1Fam,5,1996,1997,862,1117,Y,1127,886,0,1,2,3,TA,8,1,Attchd,1997,271.1400305,0,0,2007,269790
794,Paved,Reg,1Fam,5,2007,2007,0,1496,Y,1496,0,0,0,2,3,Gd,7,0,Attchd,2007,524.601535,0,0,2007,225000
795,Paved,IR1,1Fam,5,1994,1996,0,712,Y,1086,809,0,0,2,3,Gd,7,1,Attchd,1994,318.0021182,0,500,2008,194500
796,Paved,Reg,1Fam,6,1980,1981,0,650,Y,888,676,0,0,2,3,TA,7,1,Attchd,1980,626.1487998,0,0,2010,171000
797,Paved,Reg,1Fam,5,1977,1977,0,660,Y,1285,0,0,0,1,3,TA,7,1,Attchd,1977,296.6970139,0,0,2007,143500
798,Paved,Reg,1Fam,5,1953,1953,570,773,Y,773,0,0,0,1,2,TA,4,0,Attchd,1953,429.4226268,0,0,2008,110000
799,Paved,Reg,1Fam,5,2008,2009,0,1926,Y,1966,1174,0,0,3,4,Ex,11,2,BuiltIn,2009,500.6483964,0,0,2009,485000
800,Paved,Reg,1Fam,7,1937,1950,569,731,Y,981,787,0,1,1,3,Gd,7,2,Detchd,1939,462.7894033,0,0,2007,175000
801,Paved,IR1,1Fam,5,1997,1997,462,616,Y,616,1072,0,1,2,4,Gd,8,0,Attchd,1997,493.7015995,0,400,2008,200000
802,Paved,Reg,1Fam,7,1916,1990,197,1196,Y,1196,0,0,1,1,2,TA,5,0,Detchd,1957,4.238157481,0,0,2007,109900
803,Paved,Reg,1Fam,5,2005,2005,648,728,Y,728,728,0,1,2,3,Gd,7,1,Attchd,2005,154.1130518,0,0,2008,189000
804,Paved,Reg,1Fam,5,2008,2009,0,1734,Y,1734,1088,0,0,3,4,Ex,12,1,BuiltIn,2009,692.6451771,0,0,2009,582933
805,Paved,Reg,1Fam,5,1954,1954,812,936,Y,1128,0,0,0,1,2,TA,5,0,Attchd,1954,431.2170938,0,0,2006,118000
806,Paved,IR1,1Fam,5,2008,2008,0,1417,Y,1428,0,0,0,2,3,Ex,6,0,Attchd,2008,401.8941245,0,0,2008,227680
807,Paved,Reg,1Fam,5,1967,1967,400,980,Y,980,0,0,0,2,3,TA,6,0,Attchd,1967,444.0399772,0,0,2006,135500
808,Paved,Reg,1Fam,6,1923,2004,1309,1324,Y,1072,504,0,2,1,3,Gd,6,1,Attchd,1923,831.3734533,0,0,2009,223500
809,Paved,Reg,1Fam,5,1966,1966,516,1024,Y,1086,0,0,1,1,3,TA,6,1,Attchd,1966,736.106061,0,0,2006,159950
810,Paved,Reg,1Fam,5,1898,1965,0,849,N,1075,1063,0,0,2,2,TA,11,0,Detchd,1910,45.72317621,0,0,2009,106000
811,Paved,Reg,1Fam,6,1974,1999,663,1040,Y,1309,0,0,1,1,3,Gd,5,1,Attchd,1974,396.8903478,648,0,2006,181000
812,Paved,Reg,TwnhsE,5,2004,2004,662,848,Y,848,0,0,1,1,1,Gd,4,1,Attchd,2004,347.0567599,0,0,2008,144500
813,Gravel,Reg,1Fam,5,1952,1952,0,540,N,1044,0,0,0,1,2,Fa,4,0,Basment,1952,95.86309413,0,54,2010,55993
814,Paved,Reg,1Fam,6,1958,1958,608,1442,Y,1442,0,0,0,1,4,TA,7,0,Attchd,1958,210.6686228,0,500,2007,157900
815,Paved,Reg,1Fam,7,1918,1950,0,686,Y,686,564,0,0,1,3,Fa,7,0,Detchd,1955,357.7599551,0,0,2006,116000
816,Paved,IR2,1Fam,5,1998,1998,0,1649,Y,1661,0,0,0,2,3,Gd,6,0,Attchd,1998,495.3428852,0,0,2010,224900
817,Paved,IR1,1Fam,6,1954,1954,486,1008,Y,1008,0,0,0,1,2,TA,4,1,Attchd,1954,213.0162538,0,0,2006,137000
818,Paved,IR1,1Fam,5,2002,2002,1218,1568,Y,1689,0,0,1,2,3,Gd,7,2,Attchd,2002,298.5681712,0,0,2008,271000
819,Paved,Reg,1Fam,7,1971,1971,504,1010,Y,1052,0,0,1,1,3,TA,6,0,Attchd,1971,395.7378858,0,0,2010,155000
820,Paved,IR1,TwnhsE,5,2009,2010,733,1358,Y,1358,0,0,1,2,2,Gd,6,1,Attchd,2010,393.2478071,0,0,2010,224000
821,Paved,IR1,1Fam,5,2003,2003,0,798,Y,798,842,0,0,2,3,Gd,6,0,Attchd,2003,478.1389939,0,0,2008,183000
822,Paved,Reg,2fmCon,4,1953,1953,0,936,N,936,0,0,0,1,2,TA,4,0,Detchd,1974,541.6992502,0,0,2009,93000
823,Paved,IR1,1Fam,5,2003,2003,0,847,Y,847,886,0,0,2,3,Gd,7,1,BuiltIn,2003,429.6273381,0,0,2007,225000
824,Paved,Reg,1Fam,7,1940,1950,0,778,Y,944,545,0,0,2,3,TA,7,1,Detchd,1940,411.8784382,0,0,2009,139500
825,Paved,Reg,1Fam,5,2006,2006,0,1489,Y,1489,0,0,0,2,3,Gd,7,1,Attchd,2006,309.2015241,0,0,2006,232600
826,Paved,Reg,1Fam,5,2007,2008,1636,2078,Y,2084,0,0,1,2,2,Ex,7,1,Attchd,2007,488.3856849,0,0,2008,385000
827,Paved,Reg,1Fam,6,1924,1950,784,784,Y,784,0,0,1,1,2,Gd,5,0,NA,NA,485.2832992,0,0,2008,109500
828,Paved,IR1,1Fam,5,2001,2001,20,1454,Y,1434,0,0,0,2,3,Gd,6,1,Attchd,2001,631.9242036,0,0,2009,189000
829,Paved,IR2,1Fam,5,1967,1967,249,1013,Y,1160,966,0,0,2,3,TA,7,0,Attchd,1967,793.108624,0,0,2009,185000
830,Paved,Reg,Twnhs,5,2005,2005,0,600,Y,520,623,80,0,2,2,Gd,4,0,Detchd,2005,297.7635302,0,0,2006,147400
831,Paved,IR1,1Fam,5,1957,1957,1040,1392,Y,1392,0,0,1,1,3,TA,6,2,Attchd,1957,617.5506856,0,0,2008,166000
832,Paved,Reg,TwnhsE,5,2005,2005,0,600,Y,520,600,80,0,2,2,Gd,4,0,Detchd,2005,487.2578311,0,0,2006,151000
833,Paved,IR1,1Fam,6,2003,2003,483,941,Y,941,888,0,1,2,3,Gd,7,1,Attchd,2003,612.4179891,0,0,2010,237000
834,Paved,Reg,1Fam,6,1964,1964,196,1516,Y,1516,0,0,0,1,3,TA,6,0,Attchd,1964,503.1555891,0,0,2009,167000
835,Paved,Reg,1Fam,6,1961,1961,572,1144,Y,1144,0,0,1,1,3,TA,6,0,Attchd,1961,576.0765544,0,0,2008,139950
836,Paved,Reg,1Fam,7,1950,1995,442,1067,Y,1067,0,0,0,2,2,Gd,4,0,Attchd,1996,546.6089372,0,0,2010,128000
837,Paved,Reg,1Fam,6,1948,1973,338,1559,Y,1559,0,0,1,1,2,TA,5,0,Detchd,1948,485.8282608,0,0,2007,153500
838,Paved,Reg,Twnhs,5,1973,1973,330,483,Y,483,504,0,1,1,2,TA,5,0,Detchd,1973,720.4703357,0,0,2008,100000
839,Paved,Reg,1Fam,6,1995,2006,0,1099,Y,1099,0,0,0,1,3,Gd,6,0,Attchd,1999,440.6800108,0,0,2008,144000
840,Paved,Reg,1Fam,6,1946,1995,352,768,Y,768,432,0,0,1,3,TA,6,0,Detchd,1946,375.3272196,0,0,2008,130500
841,Paved,IR1,1Fam,8,1925,1950,156,672,N,810,672,0,0,2,4,Fa,7,0,Detchd,1934,238.1739556,0,0,2008,140000
842,Paved,Reg,1Fam,8,1904,2002,0,650,Y,958,581,0,0,2,3,Gd,8,1,Detchd,1983,406.7729038,0,0,2008,157500
843,Paved,Reg,1Fam,7,1966,1966,312,1127,Y,1165,0,0,1,1,3,TA,6,0,Attchd,1966,366.9239093,0,0,2008,174900
844,Paved,Reg,Duplex,4,1961,1961,0,1800,N,1800,0,0,0,2,6,TA,10,0,NA,NA,202.5962229,0,0,2007,141000
845,Paved,IR1,1Fam,8,1915,1950,0,876,Y,876,540,0,0,1,4,TA,7,1,Detchd,1949,677.2939818,0,0,2008,153900
846,Paved,IR1,1Fam,5,1975,1981,1390,1390,Y,1701,0,0,1,2,3,TA,6,2,Basment,1975,560.7078868,0,0,2007,171000
847,Paved,Reg,1Fam,5,1993,1993,513,740,Y,1006,769,0,1,2,3,Gd,7,1,Attchd,1993,469.5661068,0,0,2009,213000
848,Paved,IR1,1Fam,6,1972,1972,460,864,Y,864,0,0,1,1,3,TA,5,1,Attchd,1972,451.9382543,0,0,2009,133500
849,Paved,IR2,1Fam,8,1908,1997,0,907,Y,1307,1051,0,0,3,5,TA,10,1,Detchd,1908,511.475184,0,0,2008,240000
850,Paved,Reg,1Fam,7,1976,1994,0,528,Y,1094,761,0,0,2,3,TA,7,1,Attchd,1976,269.7121057,0,0,2007,187000
851,Paved,Reg,TwnhsE,5,2003,2003,659,848,Y,848,0,0,1,1,1,Gd,3,0,Attchd,2003,527.4986356,0,0,2007,131500
852,Paved,Reg,TwnhsE,5,2003,2003,0,1273,Y,1456,0,0,0,2,2,Gd,7,1,Attchd,2003,149.3404623,0,0,2006,215000
853,Paved,Reg,1Fam,5,1941,1950,364,918,Y,918,728,0,0,2,4,TA,7,2,Detchd,1941,220.4423175,0,0,2007,164000
854,Paved,IR1,1Fam,6,1964,1964,564,1127,Y,1445,0,0,0,1,3,TA,7,1,Attchd,1964,853.2776566,0,0,2009,158000
855,Paved,Reg,1Fam,4,1955,1974,306,1763,Y,1779,0,0,1,1,3,TA,6,1,Attchd,1955,325.3081268,0,0,2006,170000
856,Paved,IR1,1Fam,8,1962,2010,659,1040,Y,1040,0,0,1,1,3,TA,6,0,Detchd,1962,310.3832398,0,0,2010,127000
857,Paved,IR1,1Fam,6,1978,1978,505,940,Y,1026,0,0,1,1,3,TA,5,0,Detchd,1981,513.6959004,0,0,2008,147000
858,Paved,Reg,1Fam,5,1994,1995,0,702,Y,702,779,0,0,2,3,TA,6,1,Attchd,1994,708.8704684,0,0,2009,174000
859,Paved,Reg,1Fam,5,1976,1976,0,1090,Y,1370,0,0,0,2,3,TA,6,1,Attchd,1976,90.40533217,0,0,2009,152000
860,Paved,IR1,1Fam,7,1968,1984,619,1054,Y,1512,1142,0,1,2,4,Gd,9,1,Attchd,1968,511.4289012,0,0,2006,250000
861,Paved,Reg,1Fam,8,1918,1998,0,912,Y,912,514,0,0,1,3,Gd,7,1,Detchd,1925,699.0501589,0,0,2007,189950
862,Paved,Reg,2fmCon,4,1965,1965,841,1039,Y,1039,0,0,1,1,3,TA,6,0,Attchd,1965,435.7384145,0,0,2010,131500
863,Paved,Reg,1Fam,5,1984,1985,338,1040,Y,1097,0,0,0,2,3,TA,6,0,Attchd,1986,410.7529652,0,0,2010,152000
864,Paved,Reg,1Fam,5,1959,1959,1148,1148,Y,1148,0,0,1,1,3,TA,6,0,Attchd,1959,10.52926415,0,0,2009,132500
865,Paved,Reg,1Fam,5,2007,2008,0,1372,Y,1372,0,0,0,2,3,Gd,6,0,Attchd,2008,433.5182808,0,0,2008,250580
866,Paved,IR1,1Fam,6,1970,1970,828,1002,Y,1002,0,0,1,1,3,TA,5,0,Detchd,1973,575.3564557,0,0,2009,148500
867,Paved,IR1,1Fam,5,2006,2007,0,1638,Y,1646,0,0,0,2,3,Gd,6,1,Attchd,2007,449.6221194,0,0,2007,248900
868,Paved,Reg,1Fam,5,1961,1961,932,1040,Y,1120,0,0,1,1,3,Fa,5,0,Attchd,1961,272.8302418,0,400,2007,129000
869,Paved,IR2,1Fam,6,1948,1950,0,0,Y,1547,720,53,0,2,2,TA,7,1,Attchd,1979,393.6556657,0,0,2006,169000
870,Paved,Reg,1Fam,5,1993,1994,750,1050,Y,1062,887,0,1,2,3,Gd,8,1,Attchd,1993,321.1161886,0,0,2010,236000
871,Paved,Reg,1Fam,5,1962,1962,0,894,N,894,0,0,0,1,2,TA,5,0,Detchd,1962,556.6317852,0,0,2009,109500
872,Paved,Reg,1Fam,5,1998,1998,505,804,Y,804,878,0,0,2,3,Gd,7,0,Attchd,1998,370.0291743,0,0,2010,200500
873,Paved,Reg,1Fam,7,1953,1996,0,105,Y,910,0,0,0,1,3,Gd,5,0,Attchd,1953,747.4190651,0,0,2008,116000
874,Paved,Reg,1Fam,7,1949,1950,375,832,Y,1036,0,232,0,1,3,TA,6,1,Attchd,1949,684.652172,0,0,2009,133000
875,Paved,Reg,1Fam,6,1941,1950,0,676,Y,676,455,0,0,1,3,TA,5,0,Detchd,1941,713.6908681,0,0,2009,66500
876,Paved,Reg,1Fam,5,2007,2007,64,1184,Y,1184,1426,0,0,2,4,Ex,11,1,BuiltIn,2007,832.063819,0,0,2007,303477
877,Paved,Reg,1Fam,5,1963,1963,633,1064,Y,1040,0,0,1,1,3,TA,5,0,Attchd,1963,740.9180435,0,0,2007,132250
878,Paved,Reg,1Fam,5,2004,2005,1170,1462,Y,1462,762,0,1,2,4,Ex,10,1,Attchd,2004,545.3181527,0,0,2009,350000
879,Paved,IR1,1Fam,7,1961,1995,899,1109,Y,1155,0,0,1,1,3,Gd,6,0,Detchd,1987,64.47856892,0,400,2010,148000
880,Paved,IR1,1Fam,8,1978,2005,646,864,Y,864,0,0,1,1,3,TA,6,0,Attchd,1978,437.7791826,0,0,2009,136500
881,Paved,Reg,1Fam,5,2005,2006,980,1090,Y,1090,0,0,1,1,2,TA,5,0,Attchd,2005,614.942775,0,0,2007,157000
882,Paved,IR1,1Fam,5,1990,1991,902,1156,Y,1187,530,0,0,2,3,Gd,7,1,Attchd,1990,388.6725427,0,0,2007,187500
883,Paved,IR1,1Fam,5,1992,1993,0,808,Y,808,785,0,0,2,3,TA,7,1,BuiltIn,1993,553.7787303,0,0,2009,178000
884,Paved,Reg,1Fam,5,1912,1950,0,795,N,954,795,481,1,1,5,TA,10,0,Detchd,1997,392.6388606,0,0,2006,118500
885,Paved,Reg,1Fam,5,1967,1967,432,892,Y,892,0,0,0,1,3,TA,5,0,Attchd,1967,55.49961578,0,0,2009,100000
886,Paved,IR1,TwnhsE,5,1999,2000,1238,1698,Y,1709,0,0,1,2,2,Gd,5,1,Attchd,1999,372.8099051,0,0,2008,328900
887,Paved,Reg,Duplex,5,1959,2005,528,1626,Y,1712,0,0,0,2,4,TA,8,0,Attchd,2005,473.9894009,0,0,2006,145000
888,Paved,IR1,1Fam,7,1955,1955,0,816,Y,872,521,0,0,1,3,TA,8,0,Attchd,1955,447.353446,0,0,2008,135500
889,Paved,IR1,1Fam,6,1970,1970,351,2217,Y,2217,0,0,1,2,4,Gd,8,1,Attchd,1970,322.494391,0,0,2007,268000
890,Paved,Reg,1Fam,4,1953,1953,1024,1505,Y,1505,0,0,1,1,2,TA,6,1,Attchd,1953,275.4616267,0,0,2009,149500
891,Paved,Reg,1Fam,7,1949,2006,0,672,Y,672,252,0,0,1,3,TA,6,1,Detchd,2003,701.7025105,0,2000,2007,122900
892,Paved,Reg,1Fam,5,1978,1978,226,918,Y,918,765,0,0,2,3,TA,7,1,Attchd,1978,329.4768743,0,0,2009,172500
893,Paved,Reg,1Fam,8,1963,2003,663,1059,Y,1068,0,0,0,1,3,TA,6,0,Attchd,1963,531.0541175,0,0,2006,154500
894,Paved,Reg,1Fam,5,1954,1954,1064,1383,Y,1383,0,0,1,1,3,TA,6,1,Attchd,1954,974.4455757,0,0,2008,165000
895,Paved,Reg,Duplex,5,1979,1979,0,0,Y,1535,0,0,0,2,4,TA,8,0,Attchd,1979,518.8413536,0,0,2009,118858
896,Paved,Reg,1Fam,5,1963,1963,400,780,Y,983,813,0,1,1,4,TA,8,1,Attchd,1963,456.798934,0,0,2008,140000
897,Paved,Reg,1Fam,6,1936,1950,285,951,N,951,0,0,0,1,2,TA,6,0,Detchd,1936,702.5584483,0,0,2006,106500
898,Paved,Reg,Duplex,5,1979,1979,0,0,Y,1120,1120,0,0,2,6,TA,12,0,Detchd,1979,510.6373549,0,0,2009,142953
899,Paved,IR1,1Fam,5,2009,2010,2188,2330,Y,2364,0,0,1,2,2,Ex,11,2,Attchd,2009,833.3124282,0,0,2010,611657
900,Paved,Reg,1Fam,7,1961,1994,465,912,Y,1236,0,0,0,1,3,TA,6,1,Attchd,1961,326.8287424,0,0,2006,135000
901,Paved,IR1,1Fam,6,1971,1971,322,858,Y,858,0,0,0,1,2,TA,4,0,Detchd,1979,466.5846581,0,0,2007,110000
902,Paved,IR1,1Fam,7,1957,2000,860,992,Y,1306,0,0,1,1,2,TA,5,0,Detchd,1968,461.2254978,0,0,2009,153000
903,Paved,Reg,1Fam,5,2003,2003,0,783,Y,807,702,0,0,2,3,Gd,8,1,Attchd,2003,220.7255324,0,0,2006,180000
904,Paved,IR1,1Fam,5,2006,2006,0,1670,Y,1670,0,0,0,2,3,Gd,7,1,Attchd,2006,610.4556604,0,0,2006,240000
905,Paved,IR1,1Fam,6,1967,1967,599,876,Y,902,0,0,0,1,3,TA,6,0,Attchd,1967,965.0242402,0,0,2007,125500
906,Paved,Reg,1Fam,5,1954,1954,354,1056,Y,1063,0,0,1,1,3,TA,6,0,Attchd,1954,399.8227687,0,0,2010,128000
907,Paved,IR1,1Fam,5,2006,2006,63,1623,Y,1636,0,0,1,2,3,Gd,8,1,Attchd,2006,484.7965388,0,0,2007,255000
908,Paved,IR1,1Fam,7,1936,1987,223,1017,Y,1020,1037,0,0,1,3,Gd,6,1,Attchd,1936,585.3519584,0,0,2006,250000
909,Paved,IR1,1Fam,5,1983,1983,301,864,Y,902,0,0,1,1,2,TA,5,0,Attchd,1983,419.5935305,0,0,2006,131000
910,Paved,IR2,1Fam,5,2005,2005,0,742,Y,742,742,0,0,2,3,Gd,8,1,Attchd,2005,42.33770947,0,0,2009,174000
911,Paved,Reg,Duplex,5,1960,1960,443,1105,Y,1105,1169,0,0,2,5,TA,12,0,Detchd,1960,332.4978589,0,0,2010,154300
912,Paved,IR1,1Fam,7,1977,1989,196,1268,Y,1268,0,0,0,1,3,Gd,5,0,Detchd,1978,428.8080155,0,0,2009,143500
913,Paved,Reg,1Fam,7,1925,1950,489,768,N,1015,0,0,0,1,3,TA,6,0,Detchd,1925,833.7258137,0,620,2006,88000
914,Paved,Reg,Duplex,6,1949,1950,284,1001,N,1001,1001,0,0,2,4,TA,8,0,2TFes,1949,669.1986521,0,0,2007,145000
915,Paved,Reg,TwnhsE,5,2009,2009,294,612,Y,612,612,0,0,2,2,Gd,4,0,Detchd,2009,362.1253893,0,0,2009,173733
